CustomerID,TotalComprado,Rank
12683,8476.57,127
18139,8438.339999999998,128
15358,8347.199999999999,129
16558,8338.49,130
14056,8152.71,131
14936,8137.019999999999,132
16672,8134.94,133
13854,8109.52,134
14952,8099.49,135
18109,8004.920000000001,136
14796,7975.490000000003,137
12428,7956.459999999999,138
15290,7943.22,139
14849,7930.540000000001,140
12757,7834.6500000000015,141
13093,7832.469999999999,142
12435,7829.889999999999,143
13629,7792.360000000001,144
17811,7761.82,145
15044,7634.73,146
15194,7616.529999999999,147
18172,7561.68,148
13263,7436.930000000001,149
12980,7374.9,150
15465,7354.619999999999,151
17396,7330.800000000001,152
12474,7324.09,153
12583,7281.38,154
13018,7277.700000000001,155
18229,7276.899999999999,156
16729,7205.330000000001,157
16745,7180.699999999999,158
16873,7123.620000000001,159
13324,7121.95,160
16923,7069.08,161
13985,7060.13,162
14961,7044.679999999999,163
12766,6989.630000000001,164
12798,6977.039999999999,165
12989,6924.110000000001,166
13027,6912.0,167
16187,6911.44,168
16713,6910.779999999999,169
17416,6893.419999999999,170
12705,6868.29,171
12476,6816.42,172
12830,6814.639999999999,173
15601,6776.5599999999995,174
16652,6773.969999999999,175
18055,6761.34,176
16532,6748.799999999999,177
15023,6720.41,178
13576,6717.34,179
15249,6688.460000000001,180
16746,6680.1100000000015,181
16353,6675.71,182
12626,6620.4800000000005,183
16182,6617.650000000001,184
15144,6580.44,185
12472,6572.11,186
17338,6493.539999999999,187
18223,6484.540000000001,188
15694,6479.4,189
13225,6463.840000000001,190
13102,6424.089999999999,191
12431,6419.949999999999,192
16814,6416.7,193
13871,6403.249999999999,194
12359,6310.029999999999,195
13668,6309.829999999999,196
13709,6307.6500000000015,197
15005,6295.37,198
16126,6287.77,199
17315,6281.230000000001,200
14057,6211.660000000001,201
12357,6207.67,202
14060,6140.420000000001,203
13418,6127.430000000001,204
15939,6115.01,205
17509,6083.640000000001,206
14735,6065.69,207
13097,6003.219999999998,208
12637,6002.899999999999,209
14101,5976.79,210
15382,5955.71,211
14944,5900.25,212
13209,5891.61,213
13534,5870.08,214
14505,5859.43,215
14415,5855.570000000001,216
13050,5836.86,217
12720,5781.73,218
15218,5756.89,219
17686,5739.459999999999,220
13316,5732.93,221
13178,5725.47,222
16553,5719.82,223
13468,5704.969999999999,224
14110,5683.15,225
17716,5655.99,226
13004,5655.910000000001,227
17049,5655.03,228
18118,5625.080000000001,229
17757,5593.39,230
12839,5591.419999999999,231
12481,5579.82,232
14688,5579.1,233
14049,5578.72,234
16767,5575.5599999999995,235
12539,5568.35,236
16161,5533.670000000001,237
18225,5504.96,238
16609,5493.46,239
15805,5488.179999999999,240
16985,5464.12,241
16265,5447.0,242
18198,5425.56,243
12490,5417.93,244
17809,5411.91,245
16701,5398.299999999999,246
17719,5396.039999999999,247
17850,5391.210000000001,248
16303,5360.629999999999,249
13269,5343.28,250
17730,5298.48,251
15150,5291.329999999999,252
17061,5232.23,253
18226,5228.049999999999,254
12362,5226.2300000000005,255
16258,5203.509999999999,256
13756,5189.52,257
16191,5180.5199999999995,258
15727,5159.06,259
13599,5149.919999999999,260
17858,5140.66,261
15903,5126.76,262
13941,5112.96,263
15046,5090.42,264
16700,5076.549999999999,265
13139,5064.9400000000005,266
12432,5059.32,267
17602,5054.42,268
15301,5049.95,269
17426,5037.260000000001,270
15719,5030.07,271
14755,5010.28,272
14562,5006.7699999999995,273
12444,5005.46,274
14329,4975.24,275
15032,4959.1,276
12437,4951.41,277
12700,4939.99,278
14709,4921.04,279
15786,4919.0,280
15547,4910.6,281
17133,4892.24,282
12664,4881.879999999999,283
12688,4873.8099999999995,284
14292,4871.93,285
17652,4867.72,286
15738,4812.42,287
13013,4810.9400000000005,288
15298,4799.900000000001,289
15555,4794.86,290
15187,4777.179999999999,291
17365,4767.359999999999,292
12955,4757.16,293
14180,4748.52,294
15152,4745.6900000000005,295
16722,4730.8099999999995,296
17690,4726.799999999999,297
12714,4708.860000000001,298
14135,4690.3099999999995,299
14191,4684.76,300
15291,4668.3,301
14189,4654.08,302
14390,4642.569999999999,303
14159,4630.349999999999,304
14286,4628.75,305
13802,4599.42,306
15093,4597.0199999999995,307
14004,4582.639999999999,308
16931,4554.869999999999,309
17068,4552.139999999999,310
17613,4544.549999999999,311
12484,4527.320000000001,312
13267,4521.49,313
15299,4507.01,314
12524,4485.720000000001,315
17975,4483.26,316
14426,4481.669999999999,317
12627,4478.530000000001,318
17364,4462.68,319
16984,4459.5199999999995,320
13069,4431.4400000000005,321
14085,4421.289999999999,322
15955,4416.26,323
16626,4413.1,324
15874,4405.88,325
14534,4397.299999999999,326
12712,4396.13,327
13505,4393.629999999999,328
12752,4366.78,329
16945,4345.5,330
14016,4341.21,331
14800,4331.79,332
17567,4331.4800000000005,333
18251,4314.72,334
12347,4310.0,335
17937,4301.22,336
15034,4274.16,337
14422,4263.639999999999,338
12500,4257.82,339
17419,4226.57,340
14525,4215.900000000001,341
15804,4206.39,342
15971,4199.85,343
12747,4196.009999999999,344
14146,4191.0,345
14277,4188.0,346
12949,4167.22,347
13384,4151.93,348
15570,4148.82,349
13988,4147.96,350
12569,4124.6900000000005,351
17920,4119.5,352
16592,4113.68,353
13555,4098.88,354
16401,4098.32,355
18041,4097.369999999999,356
16670,4095.9000000000005,357
12749,4090.88,358
14092,4076.91,359
12449,4067.2899999999995,360
17377,4058.3199999999997,361
18087,4055.7200000000003,362
14401,4051.4800000000005,363
12656,4051.1699999999996,364
16549,4034.8999999999996,365
13815,4027.36,366
15514,4023.72,367
17940,4020.0399999999995,368
12957,4017.54,369
12867,4009.3399999999997,370
12378,4008.62,371
16186,4006.9399999999996,372
12841,3991.5799999999995,373
17001,3989.57,374
15416,3984.32,375
12779,3981.3599999999997,376
12727,3980.7,377
14547,3974.7500000000005,378
14299,3965.62,379
13523,3964.88,380
15529,3962.5999999999995,381
17611,3961.12,382
13183,3957.78,383
17769,3957.4299999999994,384
17651,3944.9999999999995,385
12473,3928.05,386
17593,3923.86,387
14739,3902.2800000000007,388
13999,3901.81,389
14291,3883.25,390
15195,3861.0,391
18073,3859.8200000000006,392
12662,3849.78,393
16717,3843.0799999999995,394
13266,3834.26,395
17091,3827.7600000000007,396
16327,3820.2699999999995,397
12755,3811.95,398
12597,3811.2200000000003,399
15867,3810.1400000000003,400
13435,3809.8899999999994,401
12668,3807.15,402
16145,3799.49,403
16655,3789.5199999999995,404
16168,3787.6000000000004,405
16019,3786.2399999999993,406
12562,3781.7400000000002,407
17173,3766.600000000001,408
13124,3756.33,409
12429,3750.4000000000005,410
14145,3742.2,411
13552,3740.0699999999997,412
16570,3738.3999999999996,413
12502,3723.8700000000003,414
12647,3722.82,415
13680,3719.1199999999994,416
17238,3719.1,417
16240,3718.7999999999997,418
14364,3717.35,419
15845,3711.77,420
15622,3709.56,421
17819,3704.87,422
15379,3703.29,423
14282,3701.4400000000005,424
12553,3692.2800000000007,425
16253,3683.8599999999997,426
13148,3683.2599999999993,427
15581,3675.77,428
15296,3672.86,429
16904,3653.7499999999995,430
15808,3651.2699999999995,431
12417,3649.1000000000004,432
13426,3641.32,433
12619,3641.24,434
16440,3640.6699999999996,435
13381,3639.31,436
17230,3638.41,437
17528,3628.5,438
13327,3627.77,439
13520,3624.3500000000004,440
13082,3613.63,441
18079,3613.1500000000005,442
16712,3611.3099999999995,443
15505,3610.96,444
13137,3603.29,445
14543,3599.73,446
15484,3590.41,447
14132,3586.03,448
16242,3579.86,449
17576,3564.83,450
14040,3560.32,451
17203,3560.08,452
17491,3558.8700000000003,453
15544,3546.71,454
14503,3543.26,455
12370,3541.94,456
13448,3534.69,457
12454,3528.34,458
17160,3518.0299999999997,459
13953,3515.6800000000003,460
15113,3509.4300000000003,461
16131,3506.54,462
13334,3502.3200000000006,463
14907,3501.0999999999995,464
16458,3482.7400000000007,465
14395,3479.909999999999,466
13993,3466.3599999999997,467
13014,3466.2799999999997,468
15410,3450.84,469
16360,3450.4100000000003,470
15129,3447.4,471
13536,3444.39,472
15974,3442.1499999999996,473
17725,3439.08,474
15676,3435.76,475
14221,3432.7999999999997,476
12406,3415.3,477
15981,3408.4800000000005,478
17758,3408.2000000000003,479
13437,3408.06,480
17669,3406.7200000000003,481
13198,3401.24,482
15228,3386.71,483
13842,3385.62,484
16011,3352.96,485
14227,3350.96,486
16818,3349.5700000000006,487
16607,3347.71,488
17183,3347.31,489
12643,3344.6400000000003,490
12613,3344.38,491
13015,3339.64,492
12594,3338.2200000000003,493
16556,3313.79,494
13373,3312.25,495
14841,3295.76,496
15632,3285.31,497
12480,3281.63,498
15764,3279.9699999999993,499
17723,3276.4,500
14702,3251.7899999999995,501
13952,3251.0699999999997,502
13047,3237.5400000000004,503
15708,3235.25,504
14175,3222.3,505
13880,3219.7699999999995,506
15443,3213.59,507
14388,3212.84,508
16107,3204.1600000000003,509
13868,3192.54,510
13758,3190.55,511
14844,3189.8100000000004,512
17220,3187.5499999999997,513
17050,3185.64,514
12456,3181.04,515
17672,3178.17,516
13268,3174.7499999999995,517
16837,3170.98,518
16041,3166.4,519
17863,3160.0,520
15065,3158.13,521
17685,3155.83,522
15861,3146.920000000001,523
14235,3144.8599999999997,524
17231,3124.719999999999,525
13685,3119.4399999999996,526
16678,3109.99,527
13742,3107.87,528
14099,3104.17,529
15491,3100.09,530
14257,3099.72,531
14565,3099.1200000000003,532
13135,3096.0,533
16156,3092.04,534
13362,3090.74,535
16218,3084.6800000000003,536
13869,3083.65,537
17059,3080.39,538
15998,3080.2199999999993,539
18272,3078.5799999999995,540
12910,3075.0400000000004,541
13631,3070.42,542
16940,3049.88,543
16393,3040.9600000000005,544
16326,3039.2200000000003,545
17799,3039.1699999999996,546
16905,3037.6,547
16709,3029.87,548
12598,3023.08,549
12395,3018.63,550
18094,3017.2999999999997,551
14456,3017.279999999999,552
12754,3010.74,553
15521,3000.2,554
17659,2999.4599999999996,555
17504,2997.0299999999997,556
12670,2996.0499999999997,557
14307,2995.72,558
15687,2993.0999999999995,559
14639,2984.4899999999993,560
14032,2975.59,561
15854,2969.1200000000003,562
16497,2965.6900000000005,563
17924,2962.5,564
16686,2959.8799999999997,565
14868,2953.5899999999997,566
12916,2944.95,567
17444,2940.0400000000004,568
16316,2938.91,569
17512,2924.99,570
15606,2920.16,571
12906,2919.81,572
14112,2915.15,573
12438,2906.85,574
13451,2898.26,575
17644,2895.6400000000003,576
18144,2888.75,577
12408,2888.55,578
13735,2883.54,579
16633,2883.1,580
14251,2879.7000000000007,581
17728,2876.0099999999998,582
14005,2874.72,583
15628,2870.24,584
13901,2867.2,585
12685,2863.080000000001,586
14530,2862.11,587
18145,2861.55,588
14535,2854.8399999999997,589
14711,2839.62,590
14852,2836.6900000000005,591
14842,2824.6900000000005,592
16928,2814.6999999999994,593
16871,2812.3399999999997,594
12356,2811.43,595
18230,2810.2000000000003,596
17596,2806.689999999999,597
14572,2804.5400000000004,598
16081,2799.42,599
13769,2796.5099999999998,600
14903,2795.3299999999995,601
12578,2794.5099999999998,602
12758,2791.59,603
17739,2791.3500000000004,604
14626,2791.2699999999995,605
16764,2790.949999999999,606
17213,2781.2299999999996,607
12388,2780.6599999999994,608
15984,2780.63,609
14121,2780.15,610
15993,2777.6699999999996,611
13870,2770.94,612
15114,2760.56,613
13971,2758.26,614
13230,2755.6299999999997,615
15321,2748.3099999999995,616
17084,2747.99,617
12669,2744.0299999999997,618
13174,2742.8199999999997,619
14854,2740.03,620
16003,2735.37,621
12840,2726.77,622
15673,2726.23,623
12380,2724.8100000000004,624
17838,2720.8000000000006,625
14125,2720.6299999999997,626
14808,2718.6,627
15356,2718.03,628
12708,2712.91,629
16938,2711.6800000000003,630
15696,2711.1099999999997,631
17069,2709.7000000000003,632
13285,2709.12,633
15796,2708.6099999999997,634
13654,2707.33,635
14107,2703.23,636
14732,2702.4900000000002,637
17386,2686.42,638
12625,2683.8200000000006,639
13883,2674.48,640
18097,2662.4,641
14713,2662.2,642
12360,2662.06,643
14439,2661.24,644
15671,2657.13,645
12721,2656.13,646
13851,2651.4599999999996,647
16618,2647.5899999999997,648
13658,2639.1700000000005,649
17655,2638.94,650
13771,2634.45,651
12520,2634.26,652
17402,2633.85,653
18260,2628.35,654
15752,2626.6000000000004,655
13422,2626.2999999999997,656
13644,2624.26,657
17346,2622.88,658
18210,2621.38,659
16255,2619.91,660
14262,2618.23,661
13021,2616.38,662
15782,2614.74,663
14397,2612.96,664
18075,2611.75,665
12836,2610.36,666
12726,2609.1,667
13136,2607.6099999999997,668
13983,2603.4300000000003,669
17317,2600.34,670
17965,2599.1899999999996,671
12600,2599.0400000000004,672
14408,2599.03,673
13895,2593.0699999999997,674
16919,2592.2499999999995,675
16241,2590.31,676
14243,2588.7700000000004,677
13804,2588.3899999999994,678
18077,2584.41,679
13911,2580.9100000000003,680
14546,2573.9299999999994,681
18245,2567.06,682
15485,2564.5,683
16308,2560.0,684
15033,2557.1799999999994,685
16912,2555.58,686
14334,2552.21,687
14676,2548.2400000000002,688
14776,2538.3,689
17700,2534.64,690
15572,2533.42,691
14659,2529.9300000000003,692
17314,2527.9199999999996,693
14701,2526.09,694
13394,2520.02,695
17449,2519.2099999999996,696
15245,2515.84,697
13344,2511.69,698
12352,2506.04,699
13695,2504.13,700
13471,2501.8400000000006,701
15932,2495.87,702
16477,2494.46,703
15271,2493.3399999999992,704
12483,2484.98,705
12913,2483.63,706
12517,2481.6,707
14315,2481.13,708
13507,2479.1600000000003,709
13588,2478.95,710
17682,2474.33,711
17188,2474.23,712
14766,2473.37,713
16710,2467.99,714
17164,2467.35,715
12455,2466.86,716
17131,2463.17,717
15750,2463.0499999999997,718
13784,2462.79,719
13975,2461.24,720
15674,2446.6,721
14163,2445.9100000000003,722
14502,2429.8299999999995,723
17071,2429.0299999999997,724
15527,2428.5299999999997,725
13949,2427.3199999999997,726
16143,2424.94,727
17722,2424.04,728
15089,2420.8399999999992,729
15373,2415.9100000000003,730
12397,2409.8999999999996,731
17589,2404.1699999999996,732
15980,2398.86,733
18065,2392.83,734
13141,2388.75,735
15370,2386.0499999999997,736
14493,2383.24,737
14239,2380.8500000000004,738
15270,2379.49,739
13722,2375.41,740
17434,2373.82,741
13908,2369.55,742
17530,2367.12,743
15755,2364.2499999999995,744
12457,2363.23,745
14930,2362.96,746
14030,2358.84,747
17634,2358.5899999999997,748
14440,2357.68,749
15140,2354.25,750
14309,2352.5299999999997,751
12704,2340.8399999999997,752
18259,2338.6,753
12584,2338.15,754
18257,2337.6299999999997,755
15281,2332.15,756
12782,2330.92,757
15785,2328.97,758
17313,2328.84,759
17744,2322.3999999999996,760
17211,2317.22,761
14290,2314.65,762
15365,2314.3199999999997,763
17954,2314.129999999999,764
13704,2308.06,765
15288,2306.52,766
16550,2298.9700000000003,767
15105,2298.93,768
13115,2294.7799999999997,769
15704,2293.62,770
12615,2291.19,771
17696,2285.71,772
12684,2283.6299999999997,773
14554,2279.4900000000002,774
13994,2274.14,775
13317,2273.6800000000003,776
14466,2272.4,777
16782,2267.95,778
16057,2263.12,779
16209,2262.62,780
16293,2248.99,781
13700,2248.63,782
17442,2248.5600000000004,783
14432,2248.5,784
15235,2247.5099999999993,785
16735,2247.4100000000003,786
16771,2242.61,787
13527,2242.36,788
14211,2241.1000000000004,789
14560,2237.77,790
16076,2234.73,791
18242,2232.4900000000002,792
12783,2225.91,793
13365,2225.37,794
15834,2225.1499999999996,795
15665,2222.21,796
14825,2221.01,797
15811,2218.62,798
12876,2218.02,799
14226,2214.79,800
16743,2213.1299999999997,801
15722,2211.21,802
12653,2209.85,803
13862,2209.3599999999997,804
15797,2207.3999999999996,805
15179,2206.9500000000003,806
17591,2203.67,807
15123,2199.31,808
13831,2198.45,809
14700,2195.1,810
16628,2188.05,811
17406,2184.4199999999996,812
15394,2183.54,813
12909,2178.67,814
12856,2170.7799999999997,815
12501,2169.39,816
14341,2166.9800000000005,817
12633,2163.98,818
12935,2160.7,819
16456,2158.1800000000003,820
14407,2157.73,821
16379,2157.4,822
13224,2155.95,823
16966,2154.97,824
17272,2148.63,825
14828,2139.76,826
12560,2134.0099999999998,827
13517,2128.42,828
18061,2119.41,829
13632,2118.93,830
14360,2118.0299999999997,831
18008,2116.19,832
14691,2114.3300000000004,833
13755,2108.06,834
14640,2107.38,835
18173,2106.84,836
18093,2106.52,837
14461,2103.06,838
15058,2102.54,839
15815,2100.5999999999995,840
13126,2099.6399999999994,841
12610,2099.5399999999995,842
17861,2097.88,843
17400,2097.84,844
16875,2095.53,845
17191,2093.6800000000003,846
14306,2093.3199999999997,847
13265,2092.6600000000003,848
17490,2092.32,849
13297,2089.85,850
13571,2088.9399999999996,851
18044,2088.6,852
14810,2085.33,853
16954,2085.08,854
17768,2081.9,855
16407,2079.68,856
14696,2078.95,857
14515,2076.8900000000003,858
14209,2073.4300000000003,859
18241,2073.09,860
18231,2071.77,861
18219,2069.77,862
12948,2064.9500000000003,863
12928,2062.7000000000003,864
16281,2062.06,865
14409,2059.4500000000003,866
12518,2056.8900000000003,867
17667,2055.51,868
14188,2054.36,869
16150,2053.0200000000004,870
17086,2050.08,871
17612,2048.4500000000007,872
14232,2048.0699999999997,873
18283,2045.5300000000002,874
13495,2044.87,875
17597,2044.37,876
13450,2043.7200000000003,877
14001,2043.08,878
12585,2040.1000000000001,879
17846,2033.1,880
13630,2031.78,881
16358,2027.5,882
16409,2022.9799999999998,883
14482,2022.81,884
15341,2020.5200000000002,885
17625,2020.3999999999999,886
13593,2011.8799999999999,887
18069,2009.2400000000002,888
15372,2007.4,889
16098,2005.63,890
14217,2004.98,891
14544,2004.3,892
17082,2003.85,893
16754,2002.4,894
18188,2001.04,895
13305,2000.8600000000001,896
16698,1998.0,897
17679,1992.1100000000001,898
17088,1991.01,899
17827,1987.3300000000004,900
13590,1981.92,901
17337,1981.0599999999995,902
14462,1980.5700000000002,903
13725,1980.56,904
17422,1979.3700000000001,905
18204,1975.3500000000001,906
17090,1974.6499999999999,907
15531,1972.39,908
16341,1971.87,909
12674,1970.6,910
17790,1964.3,911
17997,1962.4600000000003,912
13246,1961.5199999999995,913
14506,1960.65,914
14498,1957.3199999999997,915
12853,1957.1,916
15493,1953.4099999999996,917
17554,1952.45,918
17218,1951.9699999999998,919
14533,1949.7200000000003,920
15814,1945.3300000000004,921
14418,1937.2499999999998,922
15864,1936.3199999999997,923
15157,1936.07,924
15351,1934.6599999999999,925
12528,1933.4799999999998,926
14655,1932.2299999999998,927
13094,1927.32,928
14653,1926.65,929
15518,1921.5499999999997,930
14978,1921.37,931
14285,1910.0099999999998,932
17228,1906.0900000000001,933
16983,1905.87,934
14210,1905.84,935
15819,1905.4500000000003,936
16942,1904.9900000000002,937
14250,1904.0500000000002,938
12762,1898.5200000000002,939
14730,1897.5699999999997,940
14934,1890.94,941
12371,1887.96,942
15641,1887.1999999999998,943
16170,1885.05,944
13890,1883.81,945
16128,1880.22,946
17738,1879.05,947
17368,1878.87,948
15367,1877.5899999999997,949
17463,1875.86,950
16986,1873.2,951
13982,1871.81,952
15021,1871.7699999999995,953
17469,1870.97,954
16841,1869.8199999999997,955
17870,1865.8899999999999,956
16426,1863.7600000000002,957
16201,1863.4700000000003,958
14887,1862.0,959
12423,1859.31,960
14305,1858.9599999999998,961
12963,1856.6300000000003,962
17293,1854.0599999999997,963
14472,1852.67,964
16979,1851.9999999999998,965
12383,1850.56,966
17873,1848.9599999999998,967
12381,1845.31,968
17519,1844.0200000000002,969
14524,1843.83,970
18180,1843.7499999999998,971
12950,1843.0,972
16102,1842.14,973
16455,1841.18,974
14113,1840.42,975
14216,1839.3000000000002,976
13924,1838.85,977
17015,1838.61,978
14459,1837.92,979
18287,1837.2799999999997,980
13650,1836.34,981
15827,1836.0900000000001,982
14665,1835.6999999999998,983
13421,1833.71,984
16152,1829.0399999999997,985
15203,1827.8000000000002,986
17702,1824.37,987
16153,1824.2299999999998,988
17705,1823.5200000000002,989
16169,1822.9700000000003,990
17828,1820.0900000000001,991
13048,1819.4099999999999,992
17787,1817.5400000000002,993
17629,1814.12,994
15260,1810.77,995
16474,1810.65,996
13481,1804.56,997
17663,1802.9099999999999,998
15812,1801.1399999999999,999
16249,1800.0699999999997,1000
13562,1799.3300000000002,1001
13196,1797.7800000000004,1002
17648,1797.4999999999998,1003
12348,1797.2400000000002,1004
18235,1796.48,1005
13134,1793.58,1006
18179,1793.1699999999998,1007
18122,1793.0599999999997,1008
13510,1791.5600000000002,1009
12523,1789.77,1010
14215,1789.72,1011
14621,1788.3599999999997,1012
13875,1786.7899999999997,1013
14608,1785.1499999999999,1014
14935,1784.71,1015
15220,1778.96,1016
12645,1775.1799999999998,1017
17092,1774.03,1018
15594,1771.7799999999997,1019
15473,1771.2,1020
16681,1770.34,1021
16719,1770.2199999999998,1022
13456,1766.72,1023
16751,1764.7200000000003,1024
12424,1760.96,1025
12823,1759.5,1026
12349,1757.55,1027
15241,1756.4400000000003,1028
16359,1750.9200000000003,1029
13808,1747.6599999999999,1030
15067,1744.7600000000002,1031
15950,1744.7100000000003,1032
16380,1743.1499999999999,1033
13157,1741.22,1034
14595,1740.6,1035
17930,1740.48,1036
17353,1740.0,1037
17457,1737.7,1038
15050,1737.69,1039
14673,1736.4,1040
17043,1735.1800000000003,1041
14387,1727.6,1042
13564,1724.67,1043
17451,1721.4000000000003,1044
14834,1720.3,1045
15267,1717.36,1046
17162,1715.46,1047
13763,1714.9600000000003,1048
17147,1714.59,1049
14441,1712.89,1050
17750,1710.4500000000003,1051
12405,1710.3899999999999,1052
15947,1708.24,1053
12407,1708.1200000000001,1054
16902,1706.8799999999999,1055
15240,1706.57,1056
16398,1705.8000000000002,1057
16791,1705.7800000000002,1058
12843,1702.2600000000002,1059
17193,1699.3,1060
13824,1698.9399999999998,1061
17813,1698.07,1062
12764,1693.8799999999999,1063
16007,1693.81,1064
14245,1693.45,1065
16671,1692.27,1066
16775,1691.5099999999998,1067
15380,1690.26,1068
17152,1689.5,1069
12635,1689.1800000000003,1070
13162,1688.2900000000004,1071
13577,1687.6,1072
17282,1685.46,1073
15549,1681.4599999999998,1074
16638,1680.7200000000003,1075
13149,1676.0600000000004,1076
17656,1674.69,1077
13184,1668.9499999999998,1078
17754,1664.6500000000003,1079
12912,1662.3,1080
12530,1662.28,1081
15214,1661.4400000000003,1082
15332,1661.0600000000002,1083
12967,1660.9,1084
16115,1660.88,1085
14045,1659.75,1086
15953,1657.2799999999997,1087
15826,1654.31,1088
16813,1652.1799999999998,1089
16711,1651.0300000000002,1090
14837,1649.4999999999995,1091
13647,1648.12,1092
17284,1647.4799999999998,1093
13750,1647.2599999999998,1094
13012,1646.84,1095
12657,1643.18,1096
15002,1641.7599999999998,1097
14573,1639.8200000000002,1098
13627,1638.4699999999998,1099
15024,1636.4299999999998,1100
12398,1635.66,1101
15122,1633.7800000000002,1102
14164,1631.77,1103
12377,1628.12,1104
14759,1625.97,1105
13425,1624.21,1106
16515,1624.14,1107
15172,1624.05,1108
14937,1621.8799999999999,1109
17101,1621.73,1110
18161,1618.69,1111
16987,1616.8000000000002,1112
14336,1614.91,1113
16992,1614.3100000000002,1114
15791,1612.69,1115
14312,1611.5900000000001,1116
14918,1610.15,1117
12868,1607.0600000000002,1118
16817,1604.75,1119
12947,1603.99,1120
15660,1600.8600000000001,1121
14178,1600.26,1122
16496,1599.52,1123
16466,1595.96,1124
13850,1595.48,1125
17673,1594.97,1126
16801,1594.23,1127
16676,1592.12,1128
14970,1592.06,1129
15611,1591.45,1130
18178,1590.81,1131
14442,1589.82,1132
13614,1585.46,1133
16332,1582.8000000000002,1134
12393,1582.6000000000001,1135
14719,1581.84,1136
14587,1580.2900000000002,1137
12607,1579.51,1138
13814,1579.1200000000001,1139
16889,1578.67,1140
13186,1575.8899999999999,1141
17671,1572.71,1142
16283,1570.81,1143
12865,1568.2299999999998,1144
15906,1567.69,1145
15111,1567.4799999999998,1146
15532,1564.73,1147
17204,1564.56,1148
13659,1563.0,1149
17085,1562.4,1150
18239,1561.61,1151
14038,1560.38,1152
16394,1555.34,1153
13313,1555.3200000000002,1154
15620,1553.18,1155
15117,1551.78,1156
13634,1547.3600000000001,1157
14229,1547.1999999999998,1158
16790,1545.62,1159
16369,1545.4099999999999,1160
13397,1544.13,1161
12818,1542.0800000000002,1162
17837,1541.23,1163
16365,1540.42,1164
17159,1538.8799999999999,1165
13849,1537.95,1166
12877,1535.77,1167
15392,1535.5299999999997,1168
15625,1534.26,1169
13320,1532.1999999999998,1170
13107,1531.6200000000001,1171
12759,1531.4399999999998,1172
14321,1530.75,1173
14567,1530.36,1174
15701,1528.9999999999998,1175
16244,1522.75,1176
16066,1521.0399999999997,1177
13213,1520.5799999999997,1178
13764,1519.42,1179
14267,1516.24,1180
13791,1516.0,1181
16748,1515.9,1182
16053,1511.9499999999998,1183
